	0.0003523312625475228
D3L1	2.5453861209839e-05
D1W5	0.00016494823127846482
W7D6	0.00028994509156426144
D2L1	5.240382591206507e-06
W9D2	0.0002771422907770328
W7S1	0.00011185138562483768
D3W5	0.0002562206492873795
L3D9	0.00027455012570960704
L11D2	0.0002720791244260843
L10D4	0.0002668448772267667
L4D6	0.00026043984400443037
L5D5	0.000257073416866729
L8d	0.00022181992125870972
L5S1	6.346382604500822e-05
D2W4	0.0001486300925492463
L12D3	0.00024260296328141014
D2W5	0.00019260541350827142
L7S1	0.0001228653140272322
D9L2	0.00021652633479548916
W8D6	0.00021705431355932545
D8L2	0.00021163918485128254
D1W7	0.00015427396132727242
K4K4	0.00018230894893574035
D2L6	0.00018176649121924603
D1L4	5.706263670620425e-05
W9D4	0.00019715169190039558
L11D1	0.000192730055848622
W10D3	0.0001896010911552095
D4W5	0.0001829496070601428
D3L4	0.0001636679018567006
D7W4	0.00018183433781500605
D2L4	0.00011644247347050871
L8S1	0.00010645689627128343
D1W4	6.792331465875632e-05
W8S1	8.635739739838564e-05
D2L5	0.00014594278461802063
L6D6	0.0001780617966964085
D4L4	0.0001686688424545014
D6S1	0.0001318655785334634
L5D6	0.00017428598677882463
L4S1	1.5870071427941536e-05
dL3	0.0001303658044845659
D4W6	0.00016125211335956102
L1K4	1.3698004308988741e-05
D3S1	7.432466584742342e-06
L2K3	7.0591182776017915e-06
D3L5	0.00015030457168452557
L6D5	0.00015663370646037584
dL2	0.00011575536655212744
D2W7	0.0001423436155292184
D1L8	0.00012683142194292227
L9S1	8.958263218441082e-05
D2S1	2.5843539182958535e-06
L11D4	0.0001405000662256515
L12D2	0.00013900333395245768
W7D7	0.00013842357170054315
L1K7	0.00011868249444322532
W7D5	0.00013254285742864938
D3W7	0.0001280559103499944
D3L6	0.00012477289019666556
D4S1	3.276999375253018e-05
D2L7	0.00011777411389440976
L4D7	0.00012340598065458164
D9L3	0.00011974486713187403
D5W4	0.00011350169762355252
dS1	3.2218451040450745e-05
L7D6	0.00010810971503409585
D6W5	0.00010604421222521454
W10D2	0.0001044741886735448
D1L9	8.75576809636487e-05
D7S1	7.319094046835346e-05
W8D7	0.0001022091356149834
L6D7	9.969927586419356e-05
D8L3	9.636513365974744e-05
W10D4	9.490523923218518e-05
D6L4	9.47981603986994e-05
L5D7	9.573254845689332e-05
L2K4	2.5394532074810546e-05
D3L7	9.356757675002376e-05
D6W6	9.330543312250011e-05
L4K3	3.267986384970314e-05
D1W8	7.17051060746182e-05
W8D5	8.958017893510678e-05
L1D10	8.728649376305775e-05
D4L5	8.539303950336435e-05
L7D5	8.603074345163179e-05
L12D1	8.385262691905212e-05
dW4	6.829679957278382e-05
D1K3	2.5834236219057935e-06
L2D10	8.195372975923006e-05
D6S2	7.815843086864433e-05
L8D6	8.029194496179656e-05
D2W8	7.381532506530282e-05
L10S1	4.708442702282153e-05
L3K3	1.2445018932878825e-05
W4D8	7.840244743002043e-05
D2L8	7.071334597436054e-05
S1D5	3.777294564774018e-05
W9S1	3.8389247521138176e-05
D3W8	6.731278204805055e-05
D4L6	6.575703363188982e-05
dL1	3.9898543459834667e-05
D4W7	6.078492661460968e-05
D1K4	1.1091184832856051e-05
L5K3	2.566000282026114e-05
K3D5	5.862942037788682e-05
W11D3	5.8213452397189215e-05
S1d	2.5016936277289164e-05
W4D9	5.849717008265776e-05
L8D5	5.6624514202410806e-05
D7W6	5.5259852959972625e-05
L7D7	5.645793107734464e-05
D7W5	5.527191753111373e-05
S1D6	5.3420679978809364e-05
D10L1	5.3160631728429014e-05
L11S1	3.276473215390285e-05
D2L9	4.8759121420550154e-05
L3K4	3.0043070751434615e-05
L1K5	9.62338994379133e-06
D7L4	4.96141702870593e-05
L4K4	3.8907584619062625e-05
W4K3	1.1266002209790929e-05
dD8	4.977425018957346e-05
L13D2	4.838813283961696e-05
W10D1	4.495550612846867e-05
L3D10	4.784037342426992e-05
L9D6	4.7470844810452196e-05
D8d	4.666524986686245e-05
L8D7	4.543938499498857e-05
S1W6	2.533758661081035e-05
K3D4	4.383494319431912e-05
L13D1	4.301217562156851e-05
L6S2	3.5938767360681285e-05
D5S1	1.9205024040246996e-05
K4D3	4.2911843175133815e-05
D5W5	4.281223326931224e-05
D10L2	4.26405968893808e-05
D3L8	4.226621205238554e-05
dW5	3.821456201714664e-05
D6L5	4.215950423503888e-05
D4S2	3.7132183461004095e-05
W6S2	2.6991043775290968e-05
L6K3	2.0192007725007614e-05
S1D7	3.926838864948512e-05
L9D5	4.01762103722112e-05
S1W5	1.4608832180014804e-05
W4S2	2.0197898546674966e-05
D7S2	3.597826971676297e-05
D1L10	3.3141971693229345e-05
D4W8	3.665355405547855e-05
D3K3	1.3418179340423249e-05
W9D6	3.617181625104598e-05
D6L6	3.544481764345856e-05
dW6	3.355439777567163e-05
D3L9	3.4653248155569846e-05
W11D4	3.3397633355419806e-05
L7S2	2.750882739354959e-05
S1L7	2.5539553578042053e-05
K3D3	2.7115173676513828e-05
L5S2	2.5081668026308684e-05
D6W7	3.226440232879171e-05
L8S2	2.784033598109963e-05
D1S2	2.5314103960806435e-06
L1D11	3.19203082815678e-05
D5L4	3.0696766228763956e-05
D4K3	2.1557418096554123e-05
W12D3	3.104667060579408e-05
K3d	2.687792422385939e-05
W5D8	2.983988697756518e-05
D4L7	2.919484385660715e-05
S1L3	1.0119418579563357e-06
D5W6	2.8007230483671863e-05
D9S1	2.271721462980647e-05
D8S1	2.249865507651854e-05
L1K6	2.0926494707339634e-05
L10D5	2.81743143940125e-05
S1L6	2.0904942027959638e-05
L5K4	2.1526231894460316e-05
L4S2	1.9000308781220503e-05
L2D11	2.800468284342749e-05
W6K3	9.270048370307523e-06
W11D2	2.7290694712746563e-05
D10L3	2.67355012514126e-05
D9W4	2.6450659686857792e-05
K3D1	2.946334074809012e-06
W7S2	1.787848449118938e-05
W6D8	2.6401721855620038e-05
D7L5	2.5280460849332408e-05
L12S1	1.600683850964899e-05
W5S2	1.5796175167642147e-05
W4K4	1.6955222290895407e-05
W5K3	8.150588001337926e-06
K3D2	1.5430478177299053e-05
S1W7	1.6268344021146196e-05
K4D4	2.440291371277909e-05
L9S2	2.090046308865959e-05
L7K3	1.2518726718896224e-05
D7L6	2.3595600025471827e-05
D3K4	1.6768379439576882e-05
W5D9	2.3841655760042226e-05
S1D4	1.577489996841538e-05
K4D5	2.312529874619246e-05
D8W4	2.290595060639532e-05
D1W9	1.8122334397448968e-05
D3L10	2.2412690560728417e-05
D2K3	2.845196363636507e-06
K3D6	2.231760208298777e-05
W9D5	2.154378740019912e-05
S1W4	4.973542063418263e-06
D2L10	2.0659887577568835e-05
dW7	2.062026654081678e-05
S2d	1.07824751868367e-05
ES2	7.2990489230487176e-06
S1D8	2.0795463380039902e-05
L2K7	2.065657030987628e-05
S1L8	1.7611356958044284e-05
dK3	1.0396373615354099e-05
dK4	1.7037773603027195e-05
K4D2	1.9018418087219304e-05
D1L11	1.822589772323268e-05
D7W7	2.0376255518704542e-05
S1L2	1.7406326287954698e-07
L10S2	1.769535492013618e-05
W8S2	1.558782416535817e-05
K5D1	1.0344483836418167e-05
L3D11	2.0003231117906803e-05
D6W8	1.944689292764067e-05
L1S2	4.4287098231783404e-07
W6D9	1.931441684154491e-05
dL4	1.666921725740495e-05
D5S2	1.7308064730166283e-05
S3D3	1.187822168969741e-05
W10S1	9.405981740451929e-06
W11D1	1.7833140735137208e-05
S1L5	8.345144083213273e-06
L4D8	1.8246164893103133e-05
D6K3	1.5432684247390844e-05
S3D4	1.6410980026148766e-05
dS2	1.328571604345492e-05
K4K3	1.1375306786431781e-05
L8K3	1.0266412130382316e-05
L6K4	1.3438756731013286e-05
D4L8	1.717597306453324e-05
D5L5	1.6805154356620367e-05
D6L7	1.6923552728903426e-05
K3L1	9.613246139383635e-07
W7K3	6.071298925857065e-06
D4L9	1.6828654613758225e-05
D6S3	1.6268902881783644e-05
D11L1	1.616321384734638e-05
D4K4	1.420971416028556e-05
L14D1	1.55963352235981e-05
S3d	1.1404658365835076e-05
L6S3	1.3859254839923666e-05
dL5	1.450706990346413e-05
S1W8	1.1636792941935838e-05
L2K5	9.26877424317303e-06
dL6	1.5042294924056642e-05
K4d	1.4866679330820802e-05
W6S3	1.0558947639242841e-05
D9S2	1.469935952572489e-05
dW8	1.4480654010027933e-05
W12D2	1.4668947963408425e-05
K3D7	1.4719220320215589e-05
D3S2	9.314383986931935e-06
W5K4	1.0174214430089409e-05
S1L9	1.1468981517770528e-05
K5L1	6.163527114011785e-06
D8S2	1.385231990889793e-05
S1D3	1.8320959134828358e-06
K3L2	2.5516215403883062e-06
S1D9	1.396978819605581e-05
L4D9	1.414877220700927e-05
D5K3	9.659062442297127e-06
K7L1	1.2824317555265357e-05
K5D2	1.2807006763055376e-05
dL7	1.3416782693994876e-05
W6K4	8.901627594106936e-06
W4D10	1.3094301494482246e-05
D7W8	1.2720934610111852e-05
L9K3	7.599683051905426e-06
D5W7	1.2402510810006899e-05
D2K4	5.1982748277102694e-06
dL8	1.2212212369528619e-05
W7D8	1.2063279806964417e-05
L3S2	3.923199008021079e-06
L7S3	1.0306212408083617e-05
D3W9	1.1687945401418677e-05
L2S2	1.3702995414851177e-06
D5L6	1.141181138065054e-05
D2W9	1.0979435277416234e-05
K4D1	4.866778771030672e-06
L8S3	1.025014811139185e-05
S2D3	3.1775795929935476e-06
D7K3	9.241359139614154e-06
W4S3	7.11505092586323e-06
L13S1	6.344363263294432e-06
D3L11	1.1080615256799664e-05
S1L4	2.969696566400072e-06
D6L8	1.1054689015862192e-05
L5D8	1.122806254323393e-05
D2L11	1.0674442771012823e-05
K4S1	1.8714301440557895e-06
L11S2	9.849199372365615e-06
W8K3	5.099100247441686e-06
D11L2	1.0703003044519962e-05
L5S3	9.207554941907506e-06
K3L3	4.8652624766627055e-06
W4L3	5.537164206381114e-06
S1D2	4.2508928161499403e-07
K3S1	3.251506688811952e-07
L4S3	8.495067937086538e-06
S2D4	8.535723121394805e-06
D7L7	1.0205509625501584e-05
W6L2	7.254512075387984e-06
S2D6	1.009069762541738e-05
W4L2	4.970281302536053e-06
D4S3	9.557974613379313e-06
D10S1	8.116148346189247e-06
D4L10	1.0025484522537619e-05
W7S3	7.258030973274417e-06
D6L9	9.884437091575842e-06
S4d	8.479282166908584e-06
L7K4	7.818208133302694e-06
W4W4	6.666864607172433e-06
L2K6	9.011953080030918e-06
S1L10	8.304424362622278e-06
L1W8	5.971139880461263e-06
L6D8	9.604364716534615e-06
D1S3	1.311720096783131e-06
L2W6	7.56779116252543e-06
W9S2	7.847268821574626e-06
K3K3	2.3472507814761494e-06
W5S3	6.496907902292012e-06
L5D9	9.299099964532222e-06
D4W9	9.081433653548736e-06
D9W5	8.998565825792605e-06
K5D3	8.643508474363021e-06
W10D5	8.889323216786437e-06
L10K3	5.754465604056287e-06
K4L2	6.395160180677771e-06
D9W6	8.622253128335629e-06
D9L4	8.706066447105284e-06
W4K5	6.5339439030270525e-06
L2W5	5.6317228410137626e-06
W6L3	6.017675386816498e-06
L3W6	7.440540488707638e-06
L9S3	7.537385088747177e-06
L3K5	6.676646521930486e-06
D5W8	8.203625972291321e-06
S2D5	7.035377757639099e-06
K4S2	7.180633687964113e-06
L1S3	5.511552353143068e-07
L2W8	7.262235969917327e-06
L8K4	6.717792905097648e-06
S3D5	7.786146187482558e-06
D6K4	7.5608233216276725e-06
D8W5	7.90620533056601e-06
D7S3	7.721711799469628e-06
L3W4	5.605199399783978e-06
D8L4	7.899301640712445e-06
L3W5	5.80362839859428e-06
D11S1	6.602320634272314e-06
W4W5	5.897068798703787e-06
EK3	1.7189395882774607e-06
L1K10	6.957628070750005e-06
S3D6	7.719628143013556e-06
K3K4	5.673973604989004e-06
W7K4	5.1870210727544944e-06
D8W6	7.369155027597438e-06
L6D9	7.56039626154919e-06
L2W7	6.245985588810694e-06
L4K5	6.286317048669932e-06
L1W6	3.5046704658478215e-06
W8S3	5.863564928245284e-06
L1W7	3.8046344426483764e-06
W11S1	3.994472921222006e-06
D10W4	7.040234959757793e-06
D11L3	7.0090911884918315e-06
K4L3	6.382335268247025e-06
S2D7	6.9413098147234535e-06
K5d	6.682735809391665e-06
K4S3	6.5787479190224685e-06
L3W7	6.08720123643849e-06
L10S3	6.055345380461833e-06
K4L1	2.6001888673206228e-06
D7L8	6.5789075282405675e-06
S4D4	6.186753986379128e-06
S2W5	3.406634994854496e-06
dS3	5.483766973439469e-06
D12L1	6.121433502796073e-06
L3W8	5.876386501720128e-06
S4D3	5.333773431877883e-06
L3K7	6.36804252393361e-06
W5D10	6.3914168320233396e-06
W4W6	5.181904858522566e-06
W4D11	6.256728879325952e-06
W5L3	3.989260213724515e-06
K7L2	5.931097015333754e-06
D1K7	5.714034081908881e-06
L12S2	5.401993236903592e-06
D1L12	5.396011026651667e-06
D6W9	5.920021055741834e-06
S2L3	5.289618096356022e-07
L3K6	5.64463218853456e-06
W6W4	4.076760462659239e-06
S4D2	4.505014389023632e-06
L9K4	4.740515048233561e-06
W10S2	4.913906887097576e-06
K5D4	5.536372408875333e-06
W5L2	3.666767074001158e-06
W8K4	4.2172581763496765e-06
D1W10	4.977617187402156e-06
W12D1	5.450882466911591e-06
D4L11	5.4529275048360145e-06
W7L2	3.9037652465852576e-06
D10S2	5.202373506448676e-06
D2S2	2.0399084645876002e-06
K3W4	4.115347284151589e-06
L2W4	3.1843043737192316e-06
D5L7	5.192975585751479e-06
D1K5	1.9711167624705316e-06
L5K5	4.324027010232505e-06
S2L2	1.3434982308735914e-07
L1W9	3.0039665621117355e-06
ES3	3.027288517385097e-06
L1W5	1.4701485014431316e-06
S2W6	3.5376806141272313e-06
L14S1	2.852889238641543e-06
L7D8	5.096354031382147e-06
S1K4	4.959662745415663e-07
W6K5	3.5969016962312278e-06
L10K4	4.194330470242334e-06
D5K4	4.268299702346811e-06
S2W4	1.5324974476609598e-06
K5L2	3.4308027096701846e-06
W8L2	3.953264370979951e-06
L2S3	1.4331609516465475e-06
W5W4	3.4101094257604445e-06
K6S1	2.276734226086857e-06
K3L4	3.868041609145055e-06
L4W4	4.0766786123597554e-06
W6L1	2.9030070107843396e-06
L11K3	3.2636482965083217e-06
L6K5	3.925814581979378e-06
D5S3	4.447340227712728e-06
W4W7	4.163534182436253e-06
W7L3	3.3789595269620284e-06
K3W5	3.984117243113371e-06
S4D1	9.742242527565089e-07
W9K3	2.5953860939708865e-06
D11S2	4.323554195904504e-06
K4D7	4.528140513389027e-06
L3S3	2.611062609325818e-06
S3D7	4.459894569434882e-06
K6D1	3.902741418423682e-06
K6d	4.189132265364255e-06
L4D10	4.365563220389578e-06
D9L5	4.211759447444292e-06
W4W8	3.871182098031929e-06
D12L2	4.181959601797355e-06
W4K6	3.919212649003696e-06
W4L6	3.698977530035421e-06
D3S3	3.350744841618932e-06
D1L13	3.7713427335336144e-06
D13L1	3.842358726391141e-06
K6D2	4.109272824432641e-06
W4K7	4.100158641711342e-06
EK4	1.720538253887553e-06
W8L3	3.3070276789939395e-06
L6W4	3.43228980393591e-06
K4D6	4.134097520568001e-06
W5K5	3.025240908033688e-06
D1K6	3.1506394981592615e-06
L5W4	3.2706210235861966e-06
S3D2	1.52858864670575e-06
S1W9	2.885129610587196e-06
D7K4	3.614847587715964e-06
S1D11	3.9814455977685806e-06
D1E	2.034866566238642e-06
L1W10	2.8613016845732895e-06
D8L5	3.832272297829529e-06
L2W9	3.3683626774900567e-06
L1D12	2.9224270386951652e-06
K7L3	3.7951958404210082e-06
D9L6	3.7524030030447808e-06
L11S3	3.427155453589391e-06
D8L6	3.5557339467458297e-06
D3W10	3.5603270303391766e-06
K3D8	3.615459893647231e-06
W4L1	9.775085875455185e-07
S2W7	2.6343030787380095e-06
K3L5	3.0409590025004655e-06
L4K7	3.480534413977125e-06
S1D10	3.445868799344629e-06
L1S4	8.875402994872165e-07
K6D3	3.4155203425181297e-06
S3D1	1.5702104835851054e-07
W7W4	2.43101415088326e-06
W9S3	2.9243560974770144e-06
W4L4	2.2886245335482577e-06
D5L9	3.2563300952094912e-06
S5D3	3.277889842106478e-06
K4W4	3.2085335019831488e-06
L1E	2.8653888396748735e-06
S2D2	3.8532271226585024e-07
K3W6	2.9978413020245568e-06
dK6	3.2094845480997544e-06
W8L1	2.3460859546440842e-06
W5W5	2.3952066385643523e-06
D9S3	3.09749153196432e-06
dK5	2.8065996472437655e-06
W6W5	2.362144124882597e-06
K8L1	2.930069065708724e-06
D2L12	3.0327456167937576e-06
L2W10	2.892032634294705e-06
S2L6	2.502406303695456e-06
S2L5	1.788601494139254e-06
L4W5	2.664368281343423e-06
W4L8	2.8484469220306718e-06
D12L3	3.051444883599127e-06
S1L11	2.4930080500258877e-06
W13D2	3.028216540680473e-06
W4L7	2.743060546684007e-06
W4L5	2.2841333579892575e-06
W7L1	1.8732087746059873e-06
L5D10	2.995029406703282e-06
L4K6	2.860250291401052e-06
K4K5	2.799120002426579e-06
K8L2	2.8130739872251566e-06
S5d	2.7721124968681424e-06
D13L2	2.8323528470955105e-06
W6W6	2.2775117882124966e-06
L7K5	2.3679326443239868e-06
K3D9	2.921077888515094e-06
K5S1	6.047074692026896e-07
D5L8	2.7964621028840815e-06
D8W7	2.7789403873786274e-06
W7K5	2.0376752192720975e-06
K5L3	2.4416686325956975e-06
D2W10	2.6908492975236312e-06
K7d	2.7895741224748487e-06
D3L12	2.764685522690272e-06
D8S3	2.678111704392834e-06
L11K4	2.324260967033632e-06
W4L9	2.4478712433937626e-06
L7W4	2.253729432229939e-06
W5W6	2.134531678860711e-06
K3L6	2.550973198243161e-06
W8W4	2.1173845389395652e-06
L1W4	6.866251469081163e-07
W10K3	1.6090151560201497e-06
L5W5	2.1647973180493865e-06
D4W10	2.5532587036205905e-06
L3W9	2.364944456424518e-06
W12S1	1.570669646620909e-06
L13S2	2.2742748408333493e-06
W13D1	2.45705146616223e-06
S2L4	8.842712114431116e-07
L8W4	2.2199070261695646e-06
S2D8	2.52901982323032e-06
L8K5	2.088840419973638e-06
K4L4	2.3623704400840104e-06
W5L1	1.2406205179901572e-06
S4D5	2.287688299490341e-06
D9K3	2.059926737446593e-06
S4L2	8.727207138614946e-07
S2L7	1.967715887941504e-06
L4W6	2.1285741703366744e-06
L1S5	1.8503847097864942e-06
D8K3	1.989818485427585e-06
D10W5	2.286287316018654e-06
W4L10	2.201775734053826e-06
W9K4	1.8941029677273439e-06
W6W8	2.019028411912436e-06
S2D9	2.3018245748074466e-06
D5L10	2.2625774702378443e-06
K8L3	2.246488857591291e-06
W4W9	2.061888963587489e-06
L2E	2.0964613961453173e-06
W5W7	1.9515507046823744e-06
D5W9	2.177904781451789e-06
L6W5	1.8946170271881704e-06
K3W7	2.0869237662991275e-06
K3L7	2.133358503149058e-06
L3W10	2.0986186510543767e-06
W6L6	1.8476438609561233e-06
K10S1	1.2260813010699419e-06
D10L4	2.1106374374052904e-06
K5D5	2.0873084138618097e-06
S4D6	2.142836681545842e-06
W6W7	1.8381715512540149e-06
K3S2	1.223220451326509e-06
W5K6	1.9574751346590794e-06
W6K6	1.8719445324179834e-06
L5K6	2.00469620194839e-06
W5W8	1.8575494730045168e-06
K5K3	1.0277021279871598e-06
W6L4	1.3811000934818324e-06
L12S3	1.8458521350112885e-06
S2W8	1.634591702648486e-06
L3E	1.9775175899124746e-06
L1K8	1.587392068054967e-06
D1L14	1.8510239080120027e-06
L12K3	1.330403968471369e-06
K4W5	1.9525141360247e-06
L9W4	1.7237291601277669e-06
S2L8	1.7119776253094422e-06
W5L6	1.6832953274441436e-06
D3E	1.7548159214393773e-06
K8d	1.94356098034258e-06
D11W4	1.9106002939629093e-06
W10S3	1.7333786772536049e-06
W8K5	1.5452325274589044e-06
EK5	1.2757936424288387e-06
S4L3	1.0828081020536267e-06
W13S1	1.0718661675429414e-06
L1W11	1.2251438781635293e-06
L6W6	1.6659411361567754e-06
K4W6	1.8672787527409316e-06
D2E	1.5598804399172994e-06
L10W4	1.6867392882436015e-06
L5K7	1.8531467878021308e-06
ED3	1.4404589787740059e-06
L4W8	1.7648865779686865e-06
W4E	1.6772026576646282e-06
W11S2	1.6222310751374877e-06
S5D1	1.6569182154619193e-06
W4S4	1.6290488116230312e-06
L5W6	1.600045445284949e-06
W6L5	1.3303610907155066e-06
L6K6	1.6877648113166784e-06
K4L5	1.7604793361672487e-06
W6K7	1.7693607986924205e-06
K3W8	1.71696570922819e-06
W9L2	1.5004739484963704e-06
W5L4	1.1985228270690393e-06
W6S4	1.5857695269095932e-06
S4L1	2.7445876191103146e-07
L6S4	1.6491986858442223e-06
S3L3	5.497639686070843e-07
L4W7	1.609068205294361e-06
S4D7	1.7049239310612016e-06
W7W5	1.276676731667968e-06
D8L7	1.6390583257866169e-06
L5W7	1.5482607964852727e-06
D4E	1.48111944502582e-06
W4L11	1.5424791433158623e-06
D1S4	8.247881733112534e-07
D1K10	1.52082580123225e-06
W9L3	1.4099261660064386e-06
L6K7	1.6163689081698627e-06
W5K7	1.6151592126411909e-06
K5D6	1.6273782151550936e-06
K4K7	1.6333133589584125e-06
W5L5	1.2081763907444128e-06
K6L2	1.452473018664127e-06
D2L13	1.5478423953323945e-06
L5W8	1.5154009326551755e-06
L6W8	1.4973617721943279e-06
W10K4	1.3107484394804789e-06
L2K10	1.5530718706422528e-06
